,over,score,batsmen,bowler,comment
3351,8.3,6, Andre Russell, Jason Holder ,"Short of good length ball, pitching outside off stump, Andre Russell powers the slash and the ball goes to the deep point fielder! Bishnoi couldn't time the jump and the ball gets over the ropes from the fingers of the fielder!"
3352,8.2,6, Andre Russell,Jason Holder ,"Full length ball, pitching on leg stump, Andre Russell gets the ball in the slot and he swing the bat hard to deposit the ball in the stands of deep mid-wicket!"
3353,8.1,1, Rinku Singh,Jason Holder ,"Good length ball, pitching on off stump, Rinku Singh glides it for a single"
3354,7.6,0, Andre Russell,Mohsin Khan ,"Short length ball, pitching outside off stump, Andre Russell uncomfortably plays a defensive shot on back foot, no run"
3355,7.5,0, Andre Russell,Mohsin Khan ,"Good length ball, pitching outside off stump, Andre Russell plays an aggressive lofted on drive on the front foot and is beaten"
3356,7.4,4, Andre Russell,Mohsin Khan ,"Short length ball, pitching outside leg stump, Andre Russell gets the thick outside edge for the cut and the ball gets past the keeper for a four!"
3357,7.3,0, Andre Russell,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Andre Russell plays an aggressive pull shot on the front foot and is beaten"
3358,7.2,0, Andre Russell,Mohsin Khan ,"Short length ball, pitching on off stump, Andre Russell plays an aggressive cut shot, straight to the fielder"
3359,7.1,1, Rinku Singh,Mohsin Khan ,"Good length ball, pitching on off stump, Rinku Singh plays a defensive forward push for a single"
3360,6.6,0, Andre Russell,Avesh Khan ,"Short of good length ball, pitching outside off stump, Andre Russell plays a defensive back foot push, no run"
3361,6.4,0, Nitish Rana,Avesh Khan ,"Short length ball, pitching outside off stump, Nitish Rana uncomfortably plays an aggressive cut shot, no run"
3362,6.3,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot, no run"
3363,6.2,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot, no run"
3364,6.1,0, Nitish Rana,Avesh Khan ,"Good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot and is beaten"
3365,5.6,1, Nitish Rana,Jason Holder ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot for a single"
3366,5.5,1, Rinku Singh,Jason Holder ,"Short of good length ball, pitching on leg stump, Rinku Singh plays a defensive back foot push for a single"
3367,5.4,W, Aaron Finch,Jason Holder ,"Short length ball, pitching outside off stump, The ball follows Aaron Finch and he gets cramped for room! He hops and gets the top edge attempting an upper cut and the ball raises high, then it drops to the keeper's gloves! WICKET!! Aaron Finch c Quinton De Kock b Jason Holder (Kolkata Knight Riders 23 Runs for 3 wickets)"
3368,5.3,0, Aaron Finch,Jason Holder ,"Good length ball, pitching on off stump, Aaron Finch uncomfortably plays a defensive forward push, no run"
3369,5.2,1, Nitish Rana,Jason Holder ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot for a single"
3370,5.1,1, Aaron Finch,Jason Holder ,"Short of good length ball, pitching outside off stump, Aaron Finch uncomfortably plays a defensive shot on back foot for a single"
3371,4.6,0, Nitish Rana,Avesh Khan ,"Good length ball, pitching outside off stump, Nitish Rana plays an aggressive cut shot and is beaten"
3372,4.5,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot, no run"
3373,4.4,1, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive cover drive on the back foot for a single"
3374,4.3,4, Aaron Finch,Avesh Khan ,"Good length ball, pitching outside off stump, Aaron Finch gets on the front foot and he lofts this ball over covers for a four!"
3375,4.3,1, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive cut shot, 1 wide(s) gets added to the extras and is beaten"
3376,4.2,2, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive pull shot on the back foot and Ayush Badoni runs from square leg to deep but he couldn't reach to the catch!"
3377,4.1,2, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive back foot push for 2 runs"
3378,3.6,0, Nitish Rana,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot, no run"
3379,3.5,0, Nitish Rana,Dushmantha Chameera ,"Good length ball, pitching on off stump, Nitish Rana plays a forward defensive shot, no run"
3380,3.4,W, Shreyas Iyer, Dushmantha Chameera ,"Short length ball, pitching outside off stump, That is a 143kph ball and Shreyas Iyer gets deceived to the pace and bounce and drags this one straight to the square leg fielder! WICKET!! Shreyas Iyer c Ayush Badoni b Dushmantha Chameera (Kolkata Knight Riders 11 Runs for 2 wickets)"
3381,3.3,0, Shreyas Iyer,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Shreyas Iyer plays an aggressive lofted on drive on the front foot and is beaten"
3382,3.2,4, Shreyas Iyer,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Shreyas Iyer rocks back and punches this ball past the diving covers fielder!"
3383,3.1,1, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive shot on back foot for a single"
3384,2.6,0, Shreyas Iyer,Mohsin Khan ,"Full length ball, pitching on off stump, Shreyas Iyer plays an aggressive off drive on the front foot, straight to the fielder"
3385,2.5,1, Aaron Finch,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Aaron Finch uncomfortably leg glances it, 1 leg bye(s) gets added to the extras"
3386,2.4,1, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching on leg stump, Shreyas Iyer glides it for a single"
3387,2.3,0, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching on middle stump, Shreyas Iyer plays a defensive shot on back foot and is beaten"
3388,2.2,0, Shreyas Iyer,Mohsin Khan ,"Good length ball, pitching on off stump, Shreyas Iyer plays an aggressive on drive on the front foot and is beaten"
3389,2.1,0, Shreyas Iyer,Mohsin Khan ,"Good length ball, pitching on leg stump, Shreyas Iyer uncomfortably plays an aggressive on drive on the front foot, no run"
3390,1.6,1, Shreyas Iyer,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Shreyas Iyer plays a defensive shot on back foot for a single"
3391,1.5,1, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive back foot push for a single"
3392,1.4,0, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch uncomfortably plays a defensive shot on back foot, no run"
3393,1.3,2, Aaron Finch, Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch flicks this towards deep fine leg and takes a brace."
3394,1.2,0, Aaron Finch,Dushmantha Chameera ,"Good length ball, pitching on off stump, Aaron Finch plays a defensive forward push, no run"
3395,1.1,0, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive shot on back foot and is beaten"
3396,0.6,W, B Indrajith, Mohsin Khan ,"Short length ball, pitching outside leg stump, B Indrajith looks to pull this but gets hurried by the pace and bounce and gets a top edge that goes high in the night sky, Ayush Badoni settles under this and takes a safe catch."
3397,0.5,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a defensive forward push, no run"
3398,0.4,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3399,0.3,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on leg stump, B Indrajith uncomfortably plays an aggressive on drive on the front foot, no run"
3400,0.2,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3401,0.1,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3402,14.3,2, Harshit Rana, Jason Holder ,"Full toss ball, on leg stump, Harshit Rana plays an aggressive on drive on the front foot and after a couple, they run back for the third run! The throw is fast and flat to the bowler and he dislodges the bail before Rana reaches! WICKET!! Harshit Rana run out Ayush Badoni (Kolkata Knight Riders 101 Runs for 10 wickets)"
3403,14.2,W, Tim Southee, Jason Holder ,"Short length ball, pitching outside off stump, Tim Southee pulls this ball early, and the ball sails to the deep square leg fielder! WICKET!! Tim Southee c Avesh Khan b Jason Holder (Kolkata Knight Riders 99 Runs for 9 wickets)"
3404,14.1,W, Sunil Narine, Jason Holder ,"Good length ball, pitching outside off stump, Sunil Narine smacks this ball straight to the extra covers fielder and he pouches this catch safely! WICKET Sunil Narine c Krunal Pandya b Jason Holder (Kolkata Knight Riders 99 Runs for 8 wickets)"
3405,13.6,0, Shivam Mavi,Ravi Bishnoi ,"Full length ball, pitching outside off stump, Shivam Mavi gets low for the sweep but fails to get bat on ball, the umpire is unmoved to the appeal for LBW and Rahul takes this upstairs, Ball Tracking shows that impact was outside off and the onfield decision stays."
3406,13.5,1, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine plays an aggressive pull shot on the back foot for a single"
3407,13.4,0, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine plays an aggressive lofted off drive on the front foot and is beaten"
3408,13.3,4, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine attempts a pull and the ball gets the under edge and gets past the keeper for a four!"
3409,13.2,2, Sunil Narine, Ravi Bishnoi ,"Full length ball, pitching on off stump, Sunil Narine edges this ball attempting a slog sweep. It goes high and three fielders converge, but Stoinis gets near and drops it!"
3410,13.1,4, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine gets on the knee and he smacks this ball downtown!"
3411,12.6,1, Sunil Narine,Avesh Khan ,"Short of good length ball, pitching on leg stump, Sunil Narine glides it for a single"
3412,12.5,1, Shivam Mavi,Avesh Khan ,"Full length ball, pitching outside off stump, Shivam Mavi plays an aggressive off drive on the front foot for a single"
3413,12.5,1, Shivam Mavi,Avesh Khan ,"Short length ball, pitching outside off stump, Shivam Mavi offers no shot, 1 wide(s) gets added to the extras"
3414,12.3,0, Anukul Roy,Avesh Khan ,"Short of good length ball, pitching on off stump, Anukul Roy plays a defensive shot on back foot, no run"
3415,12.1,6, Andre Russell, Avesh Khan ,"Short of good length ball, pitching outside off stump, Andre Russell plants his foot forward and hoicks this over deep mid-wicket!"
3416,11.6,0, Sunil Narine,Ravi Bishnoi ,"Short of good length ball, pitching outside off stump, Sunil Narine offers no shot"
3417,11.5,4, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine slaps this ball through covers and gets a four!"
3418,11.4,6, Sunil Narine, Ravi Bishnoi ,"Full length ball, pitching on off stump, Sunil Narine connects this slog-sweep cleanly and it flies to the deep mid-wicket stands!"
3419,11.3,0, Sunil Narine,Ravi Bishnoi ,"Good length ball, pitching outside off stump, Sunil Narine plays an aggressive cover drive on the front foot and is beaten"
3420,11.2,0, Sunil Narine, Ravi Bishnoi ,"Good length ball, pitching on leg stump, Sunil Narine gets a sharp edge for the googly attempting a drive and the ball falls short of the slip fielder!"
3421,11.1,W, Rinku Singh,Ravi Bishnoi ,"Full length ball, pitching on off stump, Rinku Singh gets the top edge attempting a slog sweep and it sails and dips to the deep mid-wicket fielder! WICKET!! Rinku Singh c Krunal Pandya b Ravi Bishnoi (Kolkata Knight Riders 69 Runs for 5 wickets)"
3422,10.6,0, Andre Russell,Dushmantha Chameera ,"Short length ball, pitching outside off stump, Andre Russell offers no shot"
3423,10.5,4, Andre Russell,Dushmantha Chameera ,"Full length ball, pitching outside off stump, Andre Russell gets the top edge for a glide and it goes fine to third man boundary!"
3424,10.4,1, Rinku Singh,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Rinku Singh plays a defensive forward push for a single"
3425,10.3,0, Rinku Singh,Dushmantha Chameera ,"Short length ball, pitching outside off stump, Rinku Singh uncomfortably plays an aggressive pull shot on the back foot, no run"
3426,10.2,0, Rinku Singh,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Rinku Singh plays a forward defensive shot, no run"
3427,10.1,0, Rinku Singh,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Rinku Singh plays a forward defensive shot, no run"
3428,9.6,1, Rinku Singh,Ravi Bishnoi ,"Short of good length ball, pitching outside off stump, Rinku Singh plays an aggressive off drive on the back foot for a single"
3429,9.5,1, Andre Russell,Ravi Bishnoi ,"Good length ball, pitching on off stump, Andre Russell aggressively plays a square drive on the front foot for a single"
3430,9.4,0, Andre Russell,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, Andre Russell plays a defensive shot on back foot, no run"
3431,9.3,0, Andre Russell,Ravi Bishnoi ,"Short of good length ball, pitching on off stump, Andre Russell plays a defensive shot on back foot, no run"
3432,9.2,6, Andre Russell, Ravi Bishnoi ,"Good length ball, pitching outside off stump, Andre Russell gets the ball in the arc and he gets on the knee to muscle it over deep mid-wicket!"
3433,9.1,1, Rinku Singh,Ravi Bishnoi ,"Short of good length ball, pitching on leg stump, Rinku Singh plays a defensive back foot push for a single"
3434,8.6,4, Andre Russell, Jason Holder ,"Full length ball, pitching outside off stump, Andre Russell swings again and gets a thick outside edge that goes over short third man for four."
3435,8.5,6, Andre Russell, Jason Holder ,"Short length ball, pitching outside off stump, Andre Russell heaves this ball straight over the umpire for a six!"
3436,8.4,2, Andre Russell,Jason Holder ,"Full length ball, pitching outside off stump, Andre Russell plays an aggressive lofted cover drive on the front foot for 2 runs"
3437,8.3,6, Andre Russell, Jason Holder ,"Short of good length ball, pitching outside off stump, Andre Russell powers the slash and the ball goes to the deep point fielder! Bishnoi couldn't time the jump and the ball gets over the ropes from the fingers of the fielder!"
3438,8.2,6, Andre Russell,Jason Holder ,"Full length ball, pitching on leg stump, Andre Russell gets the ball in the slot and he swing the bat hard to deposit the ball in the stands of deep mid-wicket!"
3439,8.1,1, Rinku Singh,Jason Holder ,"Good length ball, pitching on off stump, Rinku Singh glides it for a single"
3440,7.6,0, Andre Russell,Mohsin Khan ,"Short length ball, pitching outside off stump, Andre Russell uncomfortably plays a defensive shot on back foot, no run"
3441,7.5,0, Andre Russell,Mohsin Khan ,"Good length ball, pitching outside off stump, Andre Russell plays an aggressive lofted on drive on the front foot and is beaten"
3442,7.4,4, Andre Russell,Mohsin Khan ,"Short length ball, pitching outside leg stump, Andre Russell gets the thick outside edge for the cut and the ball gets past the keeper for a four!"
3443,7.3,0, Andre Russell,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Andre Russell plays an aggressive pull shot on the front foot and is beaten"
3444,7.2,0, Andre Russell,Mohsin Khan ,"Short length ball, pitching on off stump, Andre Russell plays an aggressive cut shot, straight to the fielder"
3445,7.1,1, Rinku Singh,Mohsin Khan ,"Good length ball, pitching on off stump, Rinku Singh plays a defensive forward push for a single"
3446,6.6,0, Andre Russell,Avesh Khan ,"Short of good length ball, pitching outside off stump, Andre Russell plays a defensive back foot push, no run"
3447,6.4,0, Nitish Rana,Avesh Khan ,"Short length ball, pitching outside off stump, Nitish Rana uncomfortably plays an aggressive cut shot, no run"
3448,6.3,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot, no run"
3449,6.2,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot, no run"
3450,6.1,0, Nitish Rana,Avesh Khan ,"Good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot and is beaten"
3451,5.6,1, Nitish Rana,Jason Holder ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot for a single"
3452,5.5,1, Rinku Singh,Jason Holder ,"Short of good length ball, pitching on leg stump, Rinku Singh plays a defensive back foot push for a single"
3453,5.4,W, Aaron Finch,Jason Holder ,"Short length ball, pitching outside off stump, The ball follows Aaron Finch and he gets cramped for room! He hops and gets the top edge attempting an upper cut and the ball raises high, then it drops to the keeper's gloves! WICKET!! Aaron Finch c Quinton De Kock b Jason Holder (Kolkata Knight Riders 23 Runs for 3 wickets)"
3454,5.3,0, Aaron Finch,Jason Holder ,"Good length ball, pitching on off stump, Aaron Finch uncomfortably plays a defensive forward push, no run"
3455,5.2,1, Nitish Rana,Jason Holder ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot for a single"
3456,5.1,1, Aaron Finch,Jason Holder ,"Short of good length ball, pitching outside off stump, Aaron Finch uncomfortably plays a defensive shot on back foot for a single"
3457,4.6,0, Nitish Rana,Avesh Khan ,"Good length ball, pitching outside off stump, Nitish Rana plays an aggressive cut shot and is beaten"
3458,4.5,0, Nitish Rana,Avesh Khan ,"Short of good length ball, pitching on leg stump, Nitish Rana plays a defensive shot on back foot, no run"
3459,4.4,1, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive cover drive on the back foot for a single"
3460,4.3,4, Aaron Finch,Avesh Khan ,"Good length ball, pitching outside off stump, Aaron Finch gets on the front foot and he lofts this ball over covers for a four!"
3461,4.3,1, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive cut shot, 1 wide(s) gets added to the extras and is beaten"
3462,4.2,2, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays an aggressive pull shot on the back foot and Ayush Badoni runs from square leg to deep but he couldn't reach to the catch!"
3463,4.1,2, Aaron Finch,Avesh Khan ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive back foot push for 2 runs"
3464,3.6,0, Nitish Rana,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Nitish Rana plays a defensive shot on back foot, no run"
3465,3.5,0, Nitish Rana,Dushmantha Chameera ,"Good length ball, pitching on off stump, Nitish Rana plays a forward defensive shot, no run"
3466,3.4,W, Shreyas Iyer, Dushmantha Chameera ,"Short length ball, pitching outside off stump, That is a 143kph ball and Shreyas Iyer gets deceived to the pace and bounce and drags this one straight to the square leg fielder! WICKET!! Shreyas Iyer c Ayush Badoni b Dushmantha Chameera (Kolkata Knight Riders 11 Runs for 2 wickets)"
3467,3.3,0, Shreyas Iyer,Dushmantha Chameera ,"Good length ball, pitching outside off stump, Shreyas Iyer plays an aggressive lofted on drive on the front foot and is beaten"
3468,3.2,4, Shreyas Iyer,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Shreyas Iyer rocks back and punches this ball past the diving covers fielder!"
3469,3.1,1, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive shot on back foot for a single"
3470,2.6,0, Shreyas Iyer,Mohsin Khan ,"Full length ball, pitching on off stump, Shreyas Iyer plays an aggressive off drive on the front foot, straight to the fielder"
3471,2.5,1, Aaron Finch,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Aaron Finch uncomfortably leg glances it, 1 leg bye(s) gets added to the extras"
3472,2.4,1, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching on leg stump, Shreyas Iyer glides it for a single"
3473,2.3,0, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching on middle stump, Shreyas Iyer plays a defensive shot on back foot and is beaten"
3474,2.2,0, Shreyas Iyer,Mohsin Khan ,"Good length ball, pitching on off stump, Shreyas Iyer plays an aggressive on drive on the front foot and is beaten"
3475,2.1,0, Shreyas Iyer,Mohsin Khan ,"Good length ball, pitching on leg stump, Shreyas Iyer uncomfortably plays an aggressive on drive on the front foot, no run"
3476,1.6,1, Shreyas Iyer,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Shreyas Iyer plays a defensive shot on back foot for a single"
3477,1.5,1, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive back foot push for a single"
3478,1.4,0, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch uncomfortably plays a defensive shot on back foot, no run"
3479,1.3,2, Aaron Finch, Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch flicks this towards deep fine leg and takes a brace."
3480,1.2,0, Aaron Finch,Dushmantha Chameera ,"Good length ball, pitching on off stump, Aaron Finch plays a defensive forward push, no run"
3481,1.1,0, Aaron Finch,Dushmantha Chameera ,"Short of good length ball, pitching outside off stump, Aaron Finch plays a defensive shot on back foot and is beaten"
3482,0.6,W, B Indrajith, Mohsin Khan ,"Short length ball, pitching outside leg stump, B Indrajith looks to pull this but gets hurried by the pace and bounce and gets a top edge that goes high in the night sky, Ayush Badoni settles under this and takes a safe catch."
3483,0.5,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a defensive forward push, no run"
3484,0.4,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3485,0.3,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on leg stump, B Indrajith uncomfortably plays an aggressive on drive on the front foot, no run"
3486,0.2,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3487,0.1,0, B Indrajith,Mohsin Khan ,"Good length ball, pitching on off stump, B Indrajith plays a forward defensive shot and is beaten"
3488,19.4,1, Shimron Hetmyer,Rahul Chahar ,"Full toss ball, on middle stump, Shimron Hetmyer lofts this down to long-on for a single and Rajasthan Royals chase a target for the first time this season, as they win by 6 wickets to get their seventh victory of the season."
3489,19.3,0, Shimron Hetmyer,Rahul Chahar ,"Short of good length ball, pitching outside off stump, Shimron Hetmyer plays an aggressive cover drive on the back foot, straight to the fielder"
3490,19.2,0, Shimron Hetmyer,Rahul Chahar ,"Short of good length ball, pitching on off stump, Shimron Hetmyer leg glances it, no run"
3491,19.1,6, Shimron Hetmyer, Rahul Chahar ,"Full length ball, pitching on middle stump, Shimron Hetmyer thumps this over long-on for a maximum."
3492,19.1,1, Shimron Hetmyer,Rahul Chahar ,"Good length ball, pitching outside leg stump, Shimron Hetmyer plays a sweep shot, 1 wide(s) gets added to the extras"
3493,18.6,0, Riyan Parag,Arshdeep Singh ,"Yorker ball, pitching on leg stump, Riyan Parag plays a forward defensive shot, no run"
3494,18.5,W, Devdutt Padikkal, Arshdeep Singh ,"Full toss ball, outside off stump, Devdutt Padikkal looks to loft this over covers, doesn't get the elevation and hits it straight to Mayank at extra covers"
3495,18.4,0, Devdutt Padikkal,Arshdeep Singh ,"Full length ball, pitching outside off stump, Devdutt Padikkal plays a defensive forward push, no run"
3496,18.3,1, Shimron Hetmyer,Arshdeep Singh ,"Yorker ball, pitching outside off stump, Shimron Hetmyer uncomfortably plays a defensive forward push for a single"
3497,18.2,1, Devdutt Padikkal,Arshdeep Singh ,"Full length ball, pitching outside off stump, Devdutt Padikkal plays an aggressive off drive on the front foot for a single"
3498,18.1,1, Shimron Hetmyer,Arshdeep Singh ,"Yorker ball, pitching outside off stump, Shimron Hetmyer plays a defensive forward push for a single"
3499,17.6,4, Devdutt Padikkal, Kagiso Rabada ,"Short of good length ball, pitching outside leg stump, Devdutt Padikkal wrists this behind square on the legside for four."
3500,17.5,1, Shimron Hetmyer,Kagiso Rabada ,"Short of good length ball, pitching outside leg stump, Shimron Hetmyer plays an aggressive pull shot on the back foot for a single"
3501,17.4,6, Shimron Hetmyer,Kagiso Rabada ,"Full toss ball, outside leg stump, easy pickings for Shimron Hetmyer as he flicks this into the deep square stands for a maximum."
3502,17.3,0, Shimron Hetmyer, Kagiso Rabada ,"Short length ball, pitching outside leg stump, Shimron Hetmyer looks to hook this but is beaten, there is an appeal for the caught behind but the umpire is unmoved and Mayank takes this upstairs, UltraEdge shows no spike as the ball passes the bat and the onfield decision stays."
3503,17.2,1, Devdutt Padikkal,Kagiso Rabada ,"Good length ball, pitching outside leg stump, Devdutt Padikkal plays an aggressive front foot flick for a single"
3504,17.1,4, Devdutt Padikkal,Kagiso Rabada ,"Short of good length ball, pitching on off stump, Devdutt Padikkal stands tall and powers the pull into the mid-wicket fence for four."
3505,16.6,1, Devdutt Padikkal,Arshdeep Singh ,"Yorker ball, pitching outside off stump, Devdutt Padikkal glides it for a single"
3506,16.5,0, Devdutt Padikkal,Arshdeep Singh ,"Full length ball, pitching outside off stump, Devdutt Padikkal uncomfortably plays a defensive forward push, no run"
3507,16.4,1, Shimron Hetmyer,Arshdeep Singh ,"Full length ball, pitching outside off stump, Shimron Hetmyer plays an aggressive lofted on drive on the front foot for a single"
3508,16.4,1, Shimron Hetmyer,Arshdeep Singh ,"Full toss ball, outside off stump, Shimron Hetmyer offers no shot, 1 wide(s) gets added to the extras"
3509,16.2,4, Shimron Hetmyer,Arshdeep Singh ,"Full toss ball, outside off stump, Shimron Hetmyer swings this in the gap between long-on and deep mid-wicket for four."
3510,16.1,1, Devdutt Padikkal,Arshdeep Singh ,"Full length ball, pitching outside off stump, Devdutt Padikkal plays an aggressive lofted on drive on the front foot for a single"
3511,15.6,1, Devdutt Padikkal,Kagiso Rabada ,"Good length ball, pitching on leg stump, Devdutt Padikkal plays an aggressive front foot flick for a single. Rajasthan Royals need 39 runs from the last 4 overs! "
3512,15.5,0, Devdutt Padikkal,Kagiso Rabada ,"Good length ball, pitching on leg stump, Devdutt Padikkal drives it straight aggressively using the front foot, straight to the fielder"
3513,15.4,0, Devdutt Padikkal,Kagiso Rabada ,"Good length ball, pitching on leg stump, Devdutt Padikkal plays a defensive forward push, no run"
3514,15.4,1, Devdutt Padikkal,Kagiso Rabada ,"Short length ball, pitching outside leg stump, Devdutt Padikkal offers no shot, 1 wide(s) gets added to the extras"
3515,15.3,1, Shimron Hetmyer,Kagiso Rabada ,"Good length ball, pitching outside leg stump, Shimron Hetmyer leg glances it for a single"
3516,15.2,4, Shimron Hetmyer,Kagiso Rabada ,"Good length ball, pitching on leg stump, Shimron Hetmyer clips this off his pads past the short fine leg fielder for four."
3517,15.1,1, Devdutt Padikkal,Kagiso Rabada ,"Short of good length ball, pitching outside leg stump, Devdutt Padikkal uncomfortably leg glances it for a single"
3518,14.6,1, Devdutt Padikkal,Arshdeep Singh ,"Good length ball, pitching on off stump, Devdutt Padikkal plays an aggressive off drive on the front foot for a single"
3519,14.5,0, Devdutt Padikkal,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Devdutt Padikkal uncomfortably plays a defensive shot on back foot, no run"
3520,14.4,1, Shimron Hetmyer,Arshdeep Singh ,"Short of good length ball, pitching outside off stump, Shimron Hetmyer plays a defensive back foot push for a single"
3521,14.3,0, Shimron Hetmyer,Arshdeep Singh ,"Good length ball, pitching outside off stump, strikes Shimron Hetmyer on the pads and the umpire signals Not Out. Unfortunately, Punjab can't go for the review here as there is a technical glitch in the system! "
3522,14.2,W, Yashasvi Jaiswal, Arshdeep Singh ,"Good length ball, pitching outside off stump, Yashasvi Jaiswal doesn't get it off the meat of the bat and lofts it straight to Livingstone at long-off."
3523,14.1,1, Devdutt Padikkal,Arshdeep Singh ,"Good length ball, pitching outside off stump, Devdutt Padikkal plays an aggressive lofted off drive on the front foot for a single"
3524,13.6,1, Devdutt Padikkal,Rahul Chahar ,"Good length ball, pitching on off stump, Devdutt Padikkal cuts it late for a single"
3525,13.5,4, Devdutt Padikkal, Rahul Chahar ,"Good length ball, pitching outside off stump, Devdutt Padikkal rocks back and cuts this past point for four."
3526,13.4,1, Yashasvi Jaiswal,Rahul Chahar ,"Good length ball, pitching on middle stump, Yashasvi Jaiswal steps down and plays an aggressive on drive for a single"
3527,13.3,4, Yashasvi Jaiswal,Rahul Chahar ,"Full toss ball, on middle stump, Yashasvi Jaiswal gets low for the reverse sweep and bisects backward point and short third man for four."
3528,13.2,1, Devdutt Padikkal,Rahul Chahar ,"Good length ball, pitching on off stump, Devdutt Padikkal leg glances it for a single"
