,over,score,batsmen,bowler,comment
1395,4.1,0, Phil Salt,Shamar Joseph ,"Short of good length ball, pitching outside off stump, Phil Salt plays a forward defensive shot, no run"
1396,3.6,0, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Shreyas Iyer plays a defensive shot on back foot, no run"
1397,3.5,0, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Shreyas Iyer plays a defensive shot on back foot and is beaten"
1398,3.4,0, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching on leg stump, Shreyas Iyer plays a defensive shot on back foot, no run"
1399,3.3,1, Phil Salt,Mohsin Khan ,"Short length ball, pitching outside leg stump, Phil Salt plays an aggressive pull shot on the back foot for a single"
1400,3.2,1, Shreyas Iyer,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Shreyas Iyer glides it for a single"
1401,3.1,W, Angkrish Raghuvanshi,Mohsin Khan ,"SOFT DISMISSAL!  short of good length ball, pitching on leg stump, Angkrish Raghuvanshi edges the ball angling away going to glide the ball towards third man! A simple catch for KL Rahul!  WICKET Angkrish Raghuvanshi c K L Rahul b Mohsin Khan (Kolkata Knight Riders 42 Runs for 2 wickets)"
1402,2.6,1, Angkrish Raghuvanshi,Krunal Pandya ,"Good length ball, pitching outside off stump, Angkrish Raghuvanshi uncomfortably plays an aggressive cover drive on the front foot for a single"
1403,2.5,0, Angkrish Raghuvanshi,Krunal Pandya ,"Good length ball, pitching on off stump, Angkrish Raghuvanshi uncomfortably plays a defensive forward push, no run"
1404,2.4,1, Phil Salt,Krunal Pandya ,"Full length ball, pitching on off stump, Phil Salt plays an aggressive off drive on the front foot for a single"
1405,2.3,4, Phil Salt,Krunal Pandya ,"HAT-TRICK OF FOURS!  good length ball, pitching outside off stump, Phil Salt gets on the backfoot and cracks the ball past covers for the third boundary!"
1406,2.2,4, Phil Salt,Krunal Pandya ,"BACK TO BACK BOUNDARIES!  full length ball, pitching on leg stump, Phil Salt sits down on his knees and sweeps it well and fine towards square leg for a four!"
1407,2.1,4, Phil Salt,Krunal Pandya ,"KRUNAL WELCOMED WITH A FOUR!  full length ball, pitching outside off stump, Phil Salt tonks the ball up and over the infield and opens with a four!"
1408,1.6,6, Angkrish Raghuvanshi,Mohsin Khan ,"HIGH AND LONG!   good length ball, pitching outside leg stump, Angkrish Raghuvanshi clips the ball off his pads! Doesn't seem to be timed well but the ground's size is enough to settle over the ropes!"
1409,1.5,0, Angkrish Raghuvanshi,Mohsin Khan ,"Short of good length ball, pitching outside leg stump, Angkrish Raghuvanshi plays an aggressive square drive on back foot, straight to the fielder"
1410,1.4,0, Angkrish Raghuvanshi,Mohsin Khan ,"Good length ball, pitching on off stump, Angkrish Raghuvanshi offers no shot"
1411,1.3,W, Sunil Narine,Mohsin Khan ,"FIRST ONE DOWN!  short of good length ball, pitching outside off stump, Sunil Narine reacts fast to the slower ball and pulls it! It strikes the splice of the bat and raises high towards covers! The catch is taken well by Stoinis! WICKET Sunil Narine c Marcus Stoinis b Mohsin Khan (Kolkata Knight Riders 22 Runs for 1 wicket)"
1412,1.2,0, Sunil Narine,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Sunil Narine plays an aggressive pull shot on the back foot, straight to the fielder"
1413,1.1,0, Sunil Narine,Mohsin Khan ,"Short of good length ball, pitching outside off stump, Sunil Narine glides it and is beaten"
1414,0.6,6, Phil Salt,Shamar Joseph ,"HUGE OVER!  full length ball, pitching outside off stump, Phil Salt clears the front leg and clears the ball to the long off stands as well!"
1415,0.6,1, Phil Salt,Shamar Joseph ,"Full length ball, pitching outside leg stump, Phil Salt offers no shot, No-Ball"
1416,0.6,5, Phil Salt,Shamar Joseph ,"Good length ball, pitching on off stump, Phil Salt plays an aggressive front foot flick, 5 wide(s) gets added to the extras"
1417,0.6,1, Phil Salt,Shamar Joseph ,"Full length ball, pitching outside off stump, Phil Salt offers no shot, 1 wide(s) gets added to the extras"
1418,0.6,1, Phil Salt,Shamar Joseph ,"SALT GIVEN IN THE PLATTER BUT DROPPED BY YASH! short of good length ball, pitching on off stump, Phil Salt leg glances the ball and it goes to the hands of short fine leg but Yash dives to his right and drops this catch! But it is a No-Ball as well!"
1419,0.5,1, Sunil Narine,Shamar Joseph ,"Sunil Narine plays a defensive back foot push, 1 bye(s) gets added to the extras and is beaten"
1420,0.4,2, Sunil Narine,Shamar Joseph ,"Short of good length ball, pitching outside off stump, Sunil Narine uncomfortably plays an aggressive lofted cover drive on the front foot for 2 runs"
1421,0.3,4, Sunil Narine,Shamar Joseph ,"FIRST RUNS OFF THE BAT!   short of good length ball, pitching on off stump, Width Given and Sunil Narine crashes the ball in the offside to start with!"
1422,0.2,1, Phil Salt,Shamar Joseph ,"Short of good length ball, pitching on off stump, Phil Salt uncomfortably plays an aggressive pull shot on the back foot, 1 leg bye(s) gets added to the extras"
1423,0.1,0, Phil Salt,Shamar Joseph ,"DEBUTANT SHAMAR WITH THE NEW BALL!  good length ball, pitching outside off stump, Phil Salt uncomfortably plays a forward defensive shot, no run"
1424,19.6,W, Ashutosh Sharma,Trent Boult ,"WICKET OF THE LAST BALL OF THE INNINGS! short length ball, pitching outside leg stump, Ashutosh Sharma miscues the pull to smash it across. Edged to backward point where Maharaj takes a nice low catch! Ashutosh once again plays a good hand! WICKET Ashutosh Sharma c Keshav Maharaj b Trent Boult (Punjab Kings 147 Runs for 8 wickets)towards Short Third Man"
1425,19.5,1, Harpreet Brar,Trent Boult ,"Full toss ball, on off stump, Harpreet Brar uncomfortably plays the scoop for a single"
1426,19.4,1, Ashutosh Sharma,Trent Boult ,"Full toss ball, outside off stump, Ashutosh Sharma plays an aggressive front foot flick for a single"
1427,19.3,0, Ashutosh Sharma,Trent Boult ,"Yorker ball, pitching outside off stump, Ashutosh Sharma offers no shot, Appeal from the fielding side"
1428,19.2,4, Ashutosh Sharma,Trent Boult ,"STRUCK IN THE GAP!  full length ball, pitching outside off stump, Ashutosh Sharma lofts the half volley over extra covers and gets four for it! "
1429,19.1,0, Ashutosh Sharma,Trent Boult ,"Short length ball, pitching outside off stump, Ashutosh Sharma uncomfortably plays an aggressive pull shot on the back foot, no run"
1430,18.6,1, Ashutosh Sharma,Avesh Khan ,"Full length ball, pitching outside off stump, Ashutosh Sharma glides it for a single"
1431,18.5,6, Ashutosh Sharma,Avesh Khan ,"ASHU HAI TO ASHA HAI! short of good length ball, pitching outside off stump, Ashutosh Sharma smacks it straight down the ground with a horizontal bat! Was a leg cutter still he managed to generate enough power to clear long off! A strong bottom hand and super fast bat swing; ingredients of a fierce finisher! "
1432,18.4,2, Ashutosh Sharma,Avesh Khan ,"Yorker ball, pitching on leg stump, Ashutosh Sharma glides it for 2 runs"
1433,18.3,6, Ashutosh Sharma,Avesh Khan ,"GOING GOING GONE!  good length ball, pitching outside off stump, Ashutosh Sharma lines up and swings across to send the ball sailing over deep mid-wicket. That was high & handsome from Sharma! "
1434,18.2,2, Ashutosh Sharma,Avesh Khan ,"DROPPED! TOO MUCH CONFUSION!  good length ball, pitching outside off stump, Ashutosh Sharma goes for the wild slog but miscues it completely. The ball goes too high and a lack of communication between Samson and the bowler Avesh Khan results in a drop! Ashutosh gets a life!"
1435,18.1,1, Harpreet Brar,Avesh Khan ,"Short of good length ball, pitching outside leg stump, Harpreet Brar plays a defensive back foot push for a single"
1436,17.6,1, Harpreet Brar,Yuzvendra Chahal ,"Full toss ball, outside off stump, Harpreet Brar plays an aggressive cover drive on the front foot for a single"
1437,17.5,1, Ashutosh Sharma,Yuzvendra Chahal ,"LAST THING NEEDED WAS A RUN-OUT!  full length ball, pitching on leg stump, Ashutosh Sharma flicks it to deep mid-wicket and settles for a single but Livingstone was keen to take two there. Sent back by Ashutosh but fails to make it! Samson collects an average throw from Kotian and gets the run out using his excellent game awareness!  WICKET Liam Livingstone run out Tanush Kotian (Punjab Kings 122 Runs for 7 wickets)"
1438,17.4,6, Ashutosh Sharma,Yuzvendra Chahal ,"EXCELLENT STRIKE FROM ASHUTOSH SHARMA!  good length ball, pitching outside off stump, Ashutosh Sharma smashes it off the backfoot and connects wonderfully to clear long on! That is not an easy shot to play mind you! This guy can strike big! "
1439,17.3,1, Liam Livingstone,Yuzvendra Chahal ,"Full length ball, pitching outside leg stump, Liam Livingstone uncomfortably plays an aggressive front foot flick, 1 leg bye(s) gets added to the extras"
1440,17.2,1, Ashutosh Sharma,Yuzvendra Chahal ,"Full length ball, pitching on off stump, Ashutosh Sharma uncomfortably plays a slog shot for a single"
1441,17.2,1, Ashutosh Sharma,Yuzvendra Chahal ,"Full length ball, pitching outside leg stump, Ashutosh Sharma plays an aggressive front foot flick, No-Ball"
1442,17.1,1, Liam Livingstone,Yuzvendra Chahal ,"CHAHAL TO BOWL OUT! good length ball, pitching outside off stump, Liam Livingstone uncomfortably plays an aggressive cut shot for a single"
1443,16.6,1, Liam Livingstone,Avesh Khan ,"Good length ball, pitching outside off stump, Liam Livingstone plays a slog shot for a single"
1444,16.5,4, Liam Livingstone,Avesh Khan ,"EXCELLENT PLACEMENT!!   full length ball, pitching on off stump and angling in, Liam Livingstone flicks it off the pads and finds vacant space at deep mid-wicket! A four for Livingstone! "
1445,16.4,1, Ashutosh Sharma,Avesh Khan ,"Short of good length ball, pitching outside off stump, Ashutosh Sharma uncomfortably plays an aggressive pull shot on the back foot, 1 leg bye(s) gets added to the extras"
1446,16.3,1, Liam Livingstone,Avesh Khan ,"Short of good length ball, pitching outside off stump, Liam Livingstone glides it for a single"
1447,16.2,1, Ashutosh Sharma,Avesh Khan ,"Good length ball, pitching outside off stump, Ashutosh Sharma drives it straight aggressively using the front foot for a single"
1448,16.1,W, Jitesh Sharma,Avesh Khan ,"AVESH KHAN BREAKS THE BUDDING PARTNERSHIP!  short of good length ball, pitching outside off stump, Jitesh Sharma gets a leading edge while looking to heave it across. Loops towards Parag at mid-off, he makes no mistake!  WICKET Jitesh Sharma c Riyan Parag b Avesh Khan (Punjab Kings 103 Runs for 6 wickets)towards Mid-Off"
1449,15.6,6, Liam Livingstone,Kuldeep Sen ,"OPTIMUM CONNECTION THIS TIME! short of good length ball, pitching outside off stump, Liam Livingstone goes after it and gets plenty on it to send it sailing over deep square leg! Excellent bat swing and maximum connection, the perfect recipe for destruction!  Brings up the    for  "
1450,15.5,4, Liam Livingstone,Kuldeep Sen ,"LIVINGSTONE GETTING A MOVE ON!   good length ball, pitching outside off stump, Liam Livingstone throws the kitchen sink at it, fails to get the desired connection but manages to get enough to send it to the deep mid-wicket boundary for a four! "
1451,15.4,0, Liam Livingstone,Kuldeep Sen ,"Short of good length ball, pitching on off stump, Liam Livingstone uncomfortably plays an aggressive pull shot on the back foot, no run"
1452,15.3,0, Liam Livingstone,Kuldeep Sen ,"Short length ball, pitching outside off stump, Liam Livingstone offers no shot"
1453,15.2,1, Jitesh Sharma,Kuldeep Sen ,"Good length ball, pitching outside off stump, Jitesh Sharma uncomfortably plays an aggressive cover drive on the front foot for a single"
1454,15.1,6, Jitesh Sharma,Kuldeep Sen ,"STAND & DELIVER!  good length ball, pitching outside off stump, Jitesh Sharma gets in position and swings through the line to hit it straight towards the sightscreen for a maximum! Safest place to hit a cricket ball, straight over the bowler's head! "
1455,14.6,1, Jitesh Sharma,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Jitesh Sharma plays a sweep shot for a single"
1456,14.5,6, Jitesh Sharma,Yuzvendra Chahal ,"JITESH SHARMA CONNECTS! full length flighted ball, pitching outside off stump, Jitesh Sharma gets to the pitch of the ball and plays a lofted drive over covers for half a dozen! That went many a mile! "
1457,14.4,1, Liam Livingstone,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive on drive off the back foot for a single"
1458,14.3,1, Jitesh Sharma,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Jitesh Sharma plays an aggressive on drive on the front foot for a single"
1459,14.2,1, Liam Livingstone,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Liam Livingstone plays an aggressive on drive on the front foot for a single"
1460,14.1,1, Jitesh Sharma,Yuzvendra Chahal ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive square drive on back foot for a single"
1461,13.6,1, Jitesh Sharma,Keshav Maharaj ,"Full length ball, pitching outside off stump, Jitesh Sharma steps down and plays an aggressive off drive for a single"
1462,13.5,0, Jitesh Sharma,Keshav Maharaj ,"Good length ball, pitching on leg stump, Jitesh Sharma plays an aggressive off drive on the front foot and is beaten"
1463,13.4,0, Jitesh Sharma,Keshav Maharaj ,"Good length ball, pitching on off stump, Jitesh Sharma uncomfortably plays a slog sweep, no run"
1464,13.3,1, Liam Livingstone,Keshav Maharaj ,"Good length ball, pitching outside off stump, Liam Livingstone plays an aggressive cut shot for a single"
1465,13.2,0, Liam Livingstone,Keshav Maharaj ,"Good length ball, pitching on leg stump, Liam Livingstone plays a defensive forward push, no run"
1466,13.1,1, Jitesh Sharma,Keshav Maharaj ,"MAHARAJ TO BOWL OUT! good length ball, pitching on off stump, Jitesh Sharma plays a defensive back foot push for a single"
1467,12.6,1, Jitesh Sharma,Kuldeep Sen ,"Good length ball, pitching outside off stump, Jitesh Sharma plays a forward defensive shot for a single"
1468,12.5,0, Jitesh Sharma,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays a defensive back foot push, no run"
1469,12.4,0, Jitesh Sharma,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays a defensive shot on back foot, no run"
1470,12.3,0, Jitesh Sharma,Kuldeep Sen ,"Good length ball, pitching outside off stump, Jitesh Sharma plays a defensive shot on back foot, no run"
1471,12.2,1, Liam Livingstone,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Liam Livingstone uncomfortably glides it for a single"
1472,12.1,W, Shashank Singh,Kuldeep Sen ,"EXTRA PACE GETS SHASHANK SINGH! short length ball, pitching outside off stump and angling in, hurries onto Shashank Singh looking to pull it across. Jurel once again takes a catch with absolute ease! The ball is following Jurel tonight, his third take of the night! WICKET Shashank Singh c Dhruv Jurel b Kuldeep Sen (Punjab Kings 70 Runs for 5 wickets)towards Deep Mid-Wicket"
1473,11.6,1, Shashank Singh,Keshav Maharaj ,"Good length ball, pitching on off stump, Shashank Singh plays a defensive back foot push for a single"
1474,11.5,4, Shashank Singh,Keshav Maharaj ,"UP & OVER COVERS!  full length ball, pitching outside off stump, Shashank Singh gets underneath the slot ball and lofts it over extra covers for a boundary! "
1475,11.4,1, Jitesh Sharma,Keshav Maharaj ,"Good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive cut shot for a single"
1476,11.3,1, Shashank Singh,Keshav Maharaj ,"Full length ball, pitching outside off stump, Shashank Singh plays an aggressive off drive on the front foot for a single"
1477,11.2,1, Jitesh Sharma,Keshav Maharaj ,"Good length ball, pitching on off stump, Jitesh Sharma plays an aggressive cut shot for a single"
1478,11.1,4, Jitesh Sharma,Keshav Maharaj ,"PBKS NEEDS A MOVE ON!  SHARMA DELIVERS  full length ball, pitching on middle stump, Jitesh Sharma sees the flight and dances down the track to loft it down the ground for a boundary! Excellent use of the feet! Boundary after 30 balls! "
1479,10.6,1, Jitesh Sharma,Yuzvendra Chahal ,"Good length ball, pitching on middle stump, Jitesh Sharma plays a defensive back foot push for a single. A tight over from Yuzi Chahal just 5 from it! "
1480,10.5,1, Shashank Singh,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Shashank Singh plays an aggressive on drive on the front foot for a single"
1481,10.4,0, Shashank Singh,Yuzvendra Chahal ,"Full length ball, pitching outside off stump, Shashank Singh plays an aggressive off drive on the front foot and is beaten"
1482,10.3,0, Shashank Singh,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Shashank Singh uncomfortably plays an aggressive front foot flick, no run"
1483,10.2,1, Jitesh Sharma,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive cover drive on the back foot for a single"
1484,10.2,1, Jitesh Sharma,Yuzvendra Chahal ,"Good length ball, pitching outside leg stump, Jitesh Sharma leg glances it, 1 wide(s) gets added to the extras, Appeal from the fielding side"
1485,10.1,1, Shashank Singh,Yuzvendra Chahal ,"Good length ball, pitching on leg stump, Shashank Singh plays a defensive back foot push for a single"
1486,9.6,0, Jitesh Sharma,Keshav Maharaj ,"CLOSE SHAVE! full length ball, pitching outside off stump, Jitesh Sharma gets struck on the pads while looking to sweep it across. The Umpire turns down a huge appeal and a review confirms the same. The impact was marginally outside the off-stump line. Umpire's call, review retained! "
1487,9.5,0, Jitesh Sharma,Keshav Maharaj ,"Full length ball, pitching on off stump, Jitesh Sharma plays a defensive forward push, no run"
1488,9.4,1, Shashank Singh,Keshav Maharaj ,"Good length ball, pitching outside off stump, Shashank Singh uncomfortably steps down and plays an aggressive lofted off drive for a single"
1489,9.3,W, Sam Curran,Keshav Maharaj ,"MAHARAJ GETS ONE MORE! short of good length ball, pitching outside off stump, Sam Curran rocks back and pulls it across but hits it straight down the throat of Jurel at deep mid-wicket. He takes it comfortably! This is his second catch of the night!   WICKET Sam Curran c Dhruv Jurel b Keshav Maharaj (Punjab Kings 52 Runs for 4 wickets)"
1490,9.2,1, Jitesh Sharma,Keshav Maharaj ,"Good length ball, pitching outside off stump, Jitesh Sharma plays a defensive back foot push for a single"
1491,9.1,1, Sam Curran,Keshav Maharaj ,"Short of good length ball, pitching outside off stump, Sam Curran plays an aggressive pull shot on the back foot for a single"
1492,8.6,1, Sam Curran,Kuldeep Sen ," UP FOR ! good length ball, pitching on leg stump, Sam Curran uncomfortably plays an aggressive off drive on the front foot for a single"
1493,8.5,1, Jitesh Sharma,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Jitesh Sharma plays an aggressive pull shot on the back foot for a single"
1494,8.4,1, Sam Curran,Kuldeep Sen ,"Short of good length ball, pitching outside leg stump, Sam Curran plays a defensive back foot push for a single"
1495,8.3,0, Sam Curran,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Sam Curran plays a defensive shot on back foot, no run"
1496,8.2,0, Sam Curran,Kuldeep Sen ,"Short of good length ball, pitching on leg stump, Sam Curran plays a defensive back foot push, no run"
1497,8.1,0, Sam Curran,Kuldeep Sen ,"PACER BACK INTO THE ATTACK!  short of good length ball, pitching on middle stump, Sam Curran uncomfortably plays an aggressive off drive on the back foot, no run"
1498,7.6,W, Jonny Bairstow,Keshav Maharaj ,"SOFT DISMISSAL! BAIRSTOW'S DISMAL STAY COMES TO AN END!  good length ball, pitching outside off stump, Jonny Bairstow deceived in the flight ends up lofting it to covers where Hetmyer takes a dolly!  The ball might have held up in the wicket a tad on that occasion. WICKET Jonny Bairstow c Shimron Hetmyer b Keshav Maharaj (Punjab Kings 47 Runs for 3 wickets)"
1499,7.5,2, Jonny Bairstow,Keshav Maharaj ,"Good length ball, pitching on off stump, Jonny Bairstow plays an aggressive cut shot for 2 runs"
1500,7.4,1, Sam Curran,Keshav Maharaj ,"Good length ball, pitching outside off stump, Sam Curran plays an aggressive pull shot on the back foot for a single"
1501,7.3,1, Jonny Bairstow,Keshav Maharaj ,"Short of good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot for a single"
1502,7.2,0, Jonny Bairstow,Keshav Maharaj ,"Full length ball, pitching on off stump, Jonny Bairstow plays an aggressive cover drive on the front foot, straight to the fielder"
1503,7.1,1, Sam Curran,Keshav Maharaj ,"SPIN FROM BOTH ENDS! good length ball, pitching outside off stump, Sam Curran plays an aggressive cover drive on the back foot for a single"
1504,6.6,0, Jonny Bairstow,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Jonny Bairstow plays a defensive forward push, no run"
1505,6.5,0, Jonny Bairstow,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Jonny Bairstow uncomfortably plays an aggressive front foot flick, no run"
1506,6.4,1, Sam Curran,Yuzvendra Chahal ,"Good length ball, pitching outside off stump, Sam Curran plays an aggressive off drive on the front foot for a single"
1507,6.3,W, Prabhsimran Singh,Yuzvendra Chahal ,"CHAHAL STRIKES IN HIS FIRST!  length ball, pitching on leg stump, tossed up by the leggie, Prabhsimran Singh dances down the track to heave it across but fails to get the distance. Jurel at deep mid-wicket takes a good catch!   WICKET Prabhsimran Singh c Dhruv Jurel b Yuzvendra Chahal (Punjab Kings 41 Runs for 2 wickets)"
1508,6.2,1, Jonny Bairstow,Yuzvendra Chahal ,"Full length ball, pitching on leg stump, Jonny Bairstow plays a forward defensive shot for a single"
1509,6.1,1, Prabhsimran Singh,Yuzvendra Chahal ,"Good length ball, pitching on off stump, Prabhsimran Singh plays a defensive back foot push for a single"
1510,6.1,1, Prabhsimran Singh,Yuzvendra Chahal ,"SPIN WIZARD YUZI CHAHAL INTO THE ATTACK! good length ball, pitching outside leg stump, Prabhsimran Singh plays a defensive back foot push, 1 wide(s) gets added to the extras"
1511,5.6,1, Prabhsimran Singh,Avesh Khan ,"Good length ball, pitching on off stump, Prabhsimran Singh plays an aggressive front foot flick for a single"
1512,5.5,4, Prabhsimran Singh,Avesh Khan ,"PRABHSIMRAN TAKES THE AERIAL ROUTE!  good length ball, pitching outside off stump, Prabhsimran Singh gets forward and plays a lofted drive over mid-off for a boundary! One bounce and into the ropes! Almost hit that one all the way! "
1513,5.4,0, Prabhsimran Singh,Avesh Khan ,"Full length ball, pitching outside off stump, Prabhsimran Singh plays an aggressive on drive on the front foot, straight to the fielder"
1514,5.3,0, Prabhsimran Singh,Avesh Khan ,"Short length ball, pitching outside off stump, Prabhsimran Singh steps down and plays an aggressive pull shot and is beaten"
1515,5.2,1, Jonny Bairstow,Avesh Khan ,"Short of good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot for a single"
1516,5.1,1, Prabhsimran Singh,Avesh Khan ,"Short of good length ball, pitching outside off stump, Prabhsimran Singh aggressively plays a square drive on the front foot for a single"
1517,4.6,1, Prabhsimran Singh,Trent Boult ,"Good length ball, pitching on leg stump, Prabhsimran Singh plays an aggressive front foot flick for a single"
1518,4.5,0, Prabhsimran Singh,Trent Boult ,"Good length ball, pitching outside off stump, Prabhsimran Singh plays an aggressive off drive on the front foot, straight to the fielder"
1519,4.4,1, Jonny Bairstow,Trent Boult ,"Good length ball, pitching on off stump, Jonny Bairstow plays a defensive forward push for a single"
1520,4.3,1, Prabhsimran Singh,Trent Boult ,"Short of good length ball, pitching on leg stump, Prabhsimran Singh glides it for a single"
1521,4.2,0, Prabhsimran Singh,Trent Boult ,"Good length ball, pitching on off stump, Prabhsimran Singh plays a forward defensive shot, no run"
1522,4.1,0, Prabhsimran Singh,Trent Boult ,"Good length ball, pitching on off stump, Prabhsimran Singh plays a defensive forward push, no run"
1523,3.6,1, Prabhsimran Singh,Avesh Khan ,"Good length ball, pitching outside off stump, Prabhsimran Singh plays an aggressive off drive on the front foot for a single"
1524,3.5,0, Prabhsimran Singh,Avesh Khan ,"Short of good length ball, pitching outside off stump, Prabhsimran Singh plays a defensive shot on back foot, no run"
1525,3.4,W, Atharva Taide,Avesh Khan ,"AVESH KHAN DRAWS FIRST BLOOD!  short of good length ball, pitching outside leg stump, Atharva Taide shimmies down to pull it across but being cramped for room ends up top-edging it towards short third man where Kuldeep Sen takes a well-judged catch. The Keeper along with his big pair of gloves called for it but Kuldeep was adamant to hold on!  WICKET Atharva Taide c Kuldeep Sen b Avesh Khan (Punjab Kings 27 Runs for 1 wickets)"
1526,3.3,1, Jonny Bairstow,Avesh Khan ,"Good length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays an aggressive cover drive on the front foot for a single"
1527,3.2,0, Jonny Bairstow,Avesh Khan ,"Good length ball, pitching outside off stump, Jonny Bairstow uncomfortably plays an aggressive pull shot on the back foot, no run"
1528,3.1,0, Jonny Bairstow,Avesh Khan ,"Good length ball, pitching outside off stump, Jonny Bairstow plays a forward defensive shot, no run"
1529,2.6,1, Jonny Bairstow,Trent Boult ,"Full length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cover drive on the front foot for a single"
1530,2.6,2, Atharva Taide,Trent Boult ,"Short length ball, pitching outside off stump, Atharva Taide offers no shot, 2 wide(s) gets added to the extras"
1531,2.5,1, Jonny Bairstow,Trent Boult ,"Good length ball, pitching on leg stump, Jonny Bairstow plays a defensive forward push for a single"
1532,2.4,4, Jonny Bairstow,Trent Boult ,"STRAIGHT DRIVE PAR EXCELLENCE!   full length ball, pitching on middle stump, Jonny Bairstow presents the full face of the bat and drives it straight back past the bowler for four runs! Excellent timing from the Englishman! "
1533,2.3,0, Jonny Bairstow,Trent Boult ,"Short of good length ball, pitching on off stump, Jonny Bairstow glides it, no run"
1534,2.2,1, Atharva Taide,Trent Boult ,"Short of good length ball, pitching outside off stump, Atharva Taide plays a defensive back foot push for a single"
1535,2.1,0, Atharva Taide,Trent Boult ,"Good length ball, pitching outside off stump, Atharva Taide plays a defensive forward push, no run"
1536,1.6,1, Atharva Taide,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Atharva Taide plays an aggressive cut shot for a single"
1537,1.5,1, Jonny Bairstow,Kuldeep Sen ,"Short of good length ball, pitching outside off stump, Jonny Bairstow plays an aggressive cut shot for a single"
1538,1.4,1, Atharva Taide,Kuldeep Sen ,"Good length ball, pitching on off stump, Atharva Taide plays an aggressive cover drive on the front foot for a single"
1539,1.3,2, Atharva Taide,Kuldeep Sen ,"Short of good length ball, pitching outside leg stump, Atharva Taide plays a defensive back foot push for 2 runs"
1540,1.2,4, Atharva Taide,Kuldeep Sen ,"GLORIOUS AGAIN!  good length ball, pitching outside off stump, Atharva Taide once again lunges forward and drives through off, this time finds gap at covers! The result the same, a boundary! "
1541,1.1,4, Atharva Taide,Kuldeep Sen ,"SEN GREETED WITH A SENSATIONAL BOUNDARY!  good length ball, pitching outside off stump, Atharva Taide leans into it and opens the face of the bat driving the ball through point for a boundary! Sweetly timed by Taide! "
1542,0.6,1, Atharva Taide,Trent Boult ,"Short of good length ball, pitching on off stump, Atharva Taide uncomfortably steps down and plays a defensive shot for a single"
1543,0.5,0, Atharva Taide,Trent Boult ,"Good length ball, pitching outside off stump, Atharva Taide plays a defensive shot on back foot and is beaten"
1544,0.4,1, Jonny Bairstow,Trent Boult ,"Good length ball, pitching on off stump, Jonny Bairstow plays a defensive forward push for a single"
1545,0.3,0, Jonny Bairstow,Trent Boult ,"Good length ball, pitching on off stump, Jonny Bairstow plays a forward defensive shot, no run"
1546,0.2,1, Atharva Taide,Trent Boult ,"TAIDE AND PBKS OPEN THEIR ACCOUNT! good length ball, pitching outside off stump, Atharva Taide plays a defensive forward push for a single"
1547,0.1,0, Atharva Taide,Trent Boult ,"Good length ball, pitching on off stump, Atharva Taide plays an aggressive front foot flick, straight to the fielder"
1548,0.1,1, Atharva Taide,Trent Boult ,"BOULT STARTS WITH A WIDE!   good length ball, pitching outside leg stump, Atharva Taide plays an aggressive front foot flick, 1 wide(s) gets added to the extras"
1549,19.5,6, Shimron Hetmyer,Arshdeep Singh ,"ITS ALL ABOUT HOLDING ONTO YOUR NERVES! full toss ball, on leg stump, Shimron Hetmyer heaves it off his hips and dispatches the full toss to fine leg for a sixer! Finishing off is some style! "
1550,19.4,2, Shimron Hetmyer,Arshdeep Singh ,"CURRAN FUMBLES! short of good length ball, pitching outside off stump, Shimron Hetmyer pulls it towards long on where a fumble from Curran allows Hetmyer to get back to strike after completing two! "
1551,19.3,6, Shimron Hetmyer,Arshdeep Singh ,"WHAT A HIT UNDER PRESSURE! SHIMRON HIT-MYER!  full length ball, pitching outside off stump, Shimron Hetmyer gets underneath the slot ball and launches it towards long on for half a dozen! That will help, that will definitely help!  What a game on our hands! "
